City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Hobyo,59,SO,1586208442,74,5.35,48.53,82.92,13.98
Kenora,75,CA,1586208395,37,49.82,-94.43,55.4,13.87
Dryden,90,CA,1586208442,40,49.78,-92.75,53.6,11.41
Hobart,20,AU,1586208442,81,-42.88,147.33,46,9.17
Mnogovershinnyy,100,RU,1586208442,95,53.94,139.92,19.17,9.46
Aktobe,100,KZ,1586208442,74,50.28,57.21,30.2,15.66
Clyde River,20,CA,1586208442,72,70.47,-68.59,14,36.91
Kholm,68,RU,1586208442,87,59.27,32.85,30.43,4.27
Smolenka,0,RU,1586208442,67,52.14,113.5,17.6,2.06
Waldoboro,1,US,1586208443,16,44.1,-69.38,57.99,17.22
Pisco,0,PE,1586208345,30,-13.7,-76.22,75,10.29
Shakiso,14,ET,1586208443,51,5.75,38.92,58.73,2.68
Jambi City,93,ID,1586208443,93,-1.6,103.62,74.84,1.39
Belaya Gora,99,RU,1586208443,97,68.53,146.42,18.82,8.32
Dingle,0,PH,1586208443,82,11,122.67,75.38,5.64
Kutum,1,SD,1586208443,11,14.2,24.67,69.04,4.18
Saint-Augustin,100,CA,1586208371,98,51.23,-58.65,31.69,10.92
Kondagaon,13,IN,1586208443,27,19.6,81.67,76.91,1.36
Bayan,7,CN,1586208443,34,46.08,127.4,37,10.6
Adrar,0,MR,1586208444,13,20.5,-10.07,82.31,11.21
Flinders,40,AU,1586208157,71,-34.58,150.86,63,6.93
Krasnoborsk,15,RU,1586208444,95,61.56,45.93,25.63,7.27
Jalu,5,LY,1586208366,45,29.03,21.55,61.57,12.39
Yurimaguas,52,PE,1586208444,47,-5.9,-76.08,92.79,3.31
Envira,90,BR,1586208444,56,-7.3,-70.22,89.26,0.78
Pemba,20,MZ,1586208444,83,-12.97,40.52,80.6,4.7
Tommot,94,RU,1586208444,94,58.96,126.29,20.93,1.48
Druzhba,14,UA,1586208444,80,52.04,33.95,39.74,6.69
Tyrma,100,RU,1586208444,84,50.08,132.17,29.77,4.65
Ibateguara,20,BR,1586208444,94,-8.97,-35.94,78.8,3.36
Hendersonville,40,US,1586208182,36,36.3,-86.62,82,5.26
Bowen,40,AU,1586208444,94,-20.02,148.23,73,6.93
Nola,26,IT,1586208445,47,40.92,14.53,60.01,5.82
Rio Claro,31,BR,1586208417,66,-22.41,-47.56,75.25,3.8
Beira,20,MZ,1586208445,94,-19.84,34.84,78.8,8.05
Bānsi,0,IN,1586208445,20,27.18,82.93,76.5,7.85
Saint Anthony,90,US,1586208445,58,45.02,-93.22,59,9.17
Esim,0,GH,1586208445,81,4.87,-2.24,82.35,5.44
Bayjī,42,IQ,1586208445,42,34.93,43.49,71.78,11.81
Kostomuksha,97,RU,1586208501,97,64.57,30.58,27.7,10.42
Albina,83,SR,1586208502,73,5.5,-54.05,81.27,6.71
Qūchān,0,IR,1586208502,37,37.11,58.51,48.96,7.25
Ponta do Sol,20,PT,1586208341,82,32.67,-17.1,68,3.36
Riyadh,41,SA,1586208268,24,24.69,46.72,82.4,4.7
Meulaboh,93,ID,1586208502,86,4.14,96.13,76.44,3.74
Salinópolis,100,BR,1586208502,86,-0.61,-47.36,82.45,12.91
Birao,0,CF,1586208387,12,10.28,22.79,83.93,4.38
Bogandé,0,BF,1586208502,11,12.97,-0.14,85.55,4.18
Kwang Binh,100,VN,1586208411,87,17.48,106.6,69.91,5.86
Maniwaki,88,CA,1586208502,49,46.38,-75.97,47.52,10.76
Los Llanos de Aridane,75,ES,1586208502,83,28.66,-17.92,69.8,3.36
Poum,86,NC,1586208502,76,-20.23,164.02,78.48,13
Zhigansk,100,RU,1586208502,97,66.77,123.37,31.91,12.39
Alice,90,US,1586208502,74,27.75,-98.07,86,6.93
Dodge City,1,US,1586208468,17,37.75,-100.02,87.01,19.46
General Cepeda,59,MX,1586208502,13,25.38,-101.45,86.63,3.76
Bengkulu,100,ID,1586208427,83,-3.8,102.27,76.86,6.04
Merauke,10,ID,1586208502,86,-8.47,140.33,75.61,9.28
Savonlinna,90,FI,1586208502,90,61.87,28.88,32,9.17
Alofi,98,NU,1586208502,94,-19.06,-169.92,78.8,6.93
Mbandaka,100,CD,1586208503,84,0.05,18.26,73.67,0.67
Kamaishi,46,JP,1586208503,67,39.27,141.88,41.68,11.56
Okhotsk,1,RU,1586208503,91,59.38,143.3,14.65,9.28
Ust-Maya,93,RU,1586208503,94,60.42,134.53,10.85,1.19
Huaidian,4,CN,1586208503,78,33.43,115.03,47.3,3.89
Oranjestad,75,AW,1586208503,74,12.52,-70.03,84.2,24.16
Atambua,56,ID,1586208503,78,-9.11,124.89,73.76,2.91
Domokos,75,GR,1586208503,66,39.13,22.3,48.2,4.7
Viedma,28,AR,1586208503,36,-40.81,-63,57.99,11.83
Makar'yev,0,RU,1586208503,89,57.88,43.81,28.06,6.98
Presidente Médici,98,BR,1586208503,84,-11.18,-61.9,83.07,1.63
Asău,0,RO,1586208503,35,46.43,26.4,42.8,2.24
Pleasanton,90,US,1586208484,87,37.66,-121.87,55.99,4.7
Krasnoarmiys'k,6,UA,1586208456,60,48.28,37.18,40.28,5.35
Saint-François,9,FR,1586208376,50,46.42,3.91,53.6,3.36
Paphos,20,CY,1586208503,87,34.77,32.42,60.8,3.36
Labuhan,100,ID,1586208504,85,-6.88,112.21,77.85,4.21
Campina Grande do Sul,90,BR,1586208504,100,-25.31,-49.06,69.8,11.41
Caravelas,32,BR,1586208359,73,-17.71,-39.25,78.44,9.93
Vaitape,3,PF,1586208504,75,-16.52,-151.75,84.25,14.09
Bagn,93,NO,1586208504,80,60.82,9.55,37.99,3.36
Beringovskiy,0,RU,1586208414,85,63.05,179.32,3.22,4.18
Qaqortoq,0,GL,1586208355,33,60.72,-46.03,28.4,3.36
Diplo,0,PK,1586208504,54,24.47,69.58,77.23,10.94
Humboldt,75,US,1586208504,71,40.67,-123.92,57.99,17.22
Casino,27,AU,1586208504,100,-28.87,153.05,66.2,3.78
Helong,29,CN,1586208507,78,42.54,129,29.3,7.23
Kismayo,46,SO,1586208562,75,-0.36,42.55,83.46,11.99
Itupiranga,40,BR,1586208562,66,-5.13,-49.33,87.8,2.24
Chupa,99,RU,1586208562,94,66.27,33.05,24.71,7.31
Thinadhoo,25,MV,1586208348,66,0.53,72.93,84.22,1.97
Flin Flon,90,CA,1586208562,79,54.77,-101.86,28.4,11.41
Santa Ana,90,US,1586208543,67,33.75,-117.87,62.6,8.05
Omsukchan,61,RU,1586208562,87,62.53,155.8,11.44,3.8
Ichinoseki,23,JP,1586208562,75,38.92,141.13,38.07,3.65
Codajás,100,BR,1586208562,96,-3.84,-62.06,77.5,2.66
Port Hedland,40,AU,1586208562,88,-20.32,118.57,75.2,5.82
Huarmey,15,PE,1586208562,62,-10.07,-78.15,79.25,9.22
Rāmganj,0,BD,1586208562,76,23.1,90.85,75.25,7.49
Faanui,2,PF,1586208413,75,-16.48,-151.75,83.43,14.12
Chodavaram,5,IN,1586208562,71,17.83,82.95,80.17,4
Guerrero Negro,100,MX,1586208383,52,27.98,-114.06,65.59,13.02
Nago,90,JP,1586208563,93,26.59,127.98,64.4,5.82
Topolobampo,90,MX,1586208563,26,25.6,-109.05,81,6.93
Saldanha,25,ZA,1586208396,81,-33.01,17.94,53.6,1.12
Norsup,100,VU,1586208563,80,-16.07,167.38,82.2,24.2
Santa Lucía,20,ES,1586208563,73,27.91,-15.54,69.8,16.11
Tsabong,2,BW,1586208563,17,-26.02,22.4,68.59,12.71
Yanta,73,CN,1586208563,60,36.24,115.67,50.16,8.72
Río Cuarto,0,AR,1586208563,33,-33.13,-64.35,64.4,9.17
Tiassalé,35,CI,1586208563,84,5.9,-4.83,79.74,2.37
Dongying,52,CN,1586208563,48,37.46,118.49,53.92,5.75
Tarata,75,BO,1586208563,36,-17.62,-66.02,78.8,16.11
Aksarka,69,RU,1586208563,97,66.56,67.8,15.98,5.12
Camacha,20,PT,1586208563,88,33.08,-16.33,68,9.17
Bilma,0,NE,1586208339,11,18.69,12.92,87.24,10.65
La Ronge,90,CA,1586208564,86,55.1,-105.28,26.6,12.75
Suntar,96,RU,1586208564,97,62.14,117.63,29.28,4.88
Killybegs,7,IE,1586208564,85,54.63,-8.45,42.01,5.01
Pavlovsk,47,RU,1586208564,76,50.46,40.11,34.48,3.47
Hirara,100,JP,1586208564,85,24.8,125.28,67.37,12.71
Frontera,98,MX,1586208564,42,26.93,-101.45,84.99,4
Atasū,100,KZ,1586208564,59,48.68,71.64,45.18,10.29
Ferme-Neuve,57,CA,1586208564,53,46.7,-75.45,44.96,11.34
San Patricio,40,MX,1586208564,79,19.22,-104.7,84.2,11.41
Riberalta,53,BO,1586208564,58,-10.98,-66.1,90.91,2.46
Porto-Novo,20,BJ,1586208564,74,6.5,2.6,82.4,8.05
Kualakapuas,93,ID,1586208564,94,-3.01,114.39,73.96,1.32
Puerto Maldonado,71,PE,1586208564,52,-12.6,-69.18,91.8,1.81
Nizhniy Baskunchak,0,RU,1586208565,74,48.22,46.83,35.37,17.9
Brookhaven,40,US,1586208543,51,31.58,-90.44,84.2,6.93
Humaitá,100,BR,1586208622,92,-7.51,-63.02,81,3.24
Lashio,0,MM,1586208622,23,22.93,97.75,60.67,1.36
Posse,100,BR,1586208622,65,-14.09,-46.37,76.93,1.12
Westport,1,US,1586208622,36,41.14,-73.36,66.99,11.41
Kupino,1,RU,1586208622,88,54.37,77.3,34.43,8.63
Virginia Beach,1,US,1586208527,59,36.85,-75.98,71.6,8.05
Pekalongan,65,ID,1586208622,77,-6.89,109.68,78.22,3.8
San Juan de los Morros,90,VE,1586208622,37,9.91,-67.35,91.17,1.66
Baracoa,1,CU,1586208622,72,20.35,-74.5,79.02,8.57
Havre-St-Pierre,75,CA,1586208622,92,50.23,-63.6,32,13.87
Salalah,0,OM,1586208622,74,17.02,54.09,80.6,3.36
Antalaha,5,MG,1586208622,82,-14.9,50.28,77.09,8.46
Nauta,99,PE,1586208375,61,-4.51,-73.58,89.6,1.39
Gerede,7,TR,1586208623,55,40.8,32.2,34.92,4.03
Ploemeur,86,FR,1586208623,93,47.73,-3.43,54,5.82
Dicabisagan,7,PH,1586208623,81,17.08,122.42,76.66,7.54
College,90,US,1586208623,61,64.86,-147.8,17.6,16.11
Quatre Cocos,40,MU,1586208623,83,-20.21,57.76,78.01,8.05
Vao,100,NC,1586208623,81,-22.67,167.48,76.66,19.35
La Asuncion,80,VE,1586208624,74,11.03,-63.86,86,24.16
Rosário do Sul,18,BR,1586208624,40,-30.26,-54.91,74.95,14.05
Iquitos,75,PE,1586208624,70,-3.75,-73.25,87.8,5.82
Ninghai,33,CN,1586208624,93,29.29,121.42,50,1.41
Celestún,0,MX,1586208624,58,20.87,-90.4,84.65,12.57
Hambantota,30,LK,1586208405,80,6.12,81.12,79.99,5.57
Vostok,94,RU,1586208625,88,46.49,135.88,25.5,1.88
Ondangwa,78,NA,1586208625,83,-17.92,15.95,71.6,3.36
Tiznit Province,0,MA,1586208625,52,29.58,-9.5,63.01,2.28
Liuzhou,47,CN,1586208625,85,24.31,109.39,55.38,4.16
Manokwari,82,ID,1586208625,73,-0.87,134.08,79.16,5.75
Zhuhai,40,CN,1586208626,100,22.28,113.57,64.4,13.87
Ordu,55,TR,1586208626,64,40.91,37.68,33.1,8.37
Temir,95,KZ,1586208626,86,49.14,57.13,32.65,16.87
Magelang,95,ID,1586208626,74,-7.47,110.22,72.27,2.26
Moroeni,0,RO,1586208626,34,45.22,25.43,37,3.42
Yatou,0,CN,1586208626,67,37.15,122.38,46.33,7.83
Raudeberg,75,NO,1586208626,93,61.99,5.14,48.2,20.8
Bintulu,75,MY,1586208626,100,3.17,113.03,77,4.7
Vacaria,100,BR,1586208627,99,-28.51,-50.93,64,4.34
Abhā,19,SA,1586208379,63,18.22,42.51,66.2,3.96
Dohad,0,IN,1586208681,24,22.83,74.27,77.32,5.97
Lázaro Cárdenas,0,MX,1586208405,53,17.96,-102.2,84.92,9.01
Tateyama,75,JP,1586208682,46,34.98,139.87,51.01,11.41
Klaksvík,20,FO,1586208682,64,62.23,-6.59,41,13.87
Vila do Maio,0,CV,1586208682,69,15.13,-23.22,73.4,17.22
Springfield,40,US,1586208471,56,37.22,-93.3,75,19.46
Sayán,46,PE,1586208682,48,-11.14,-77.19,75.69,7.38
Bandarbeyla,0,SO,1586208675,69,9.49,50.81,79.84,8.79
Şırnak,100,TR,1586208682,46,37.52,42.46,49.26,5.61
Pangoa,20,PE,1586208682,48,-12.12,-73,85.32,4.36
Hargeisa,0,SO,1586208683,47,9.56,44.06,72.14,6.58
Esplanada,25,BR,1586208683,72,-11.8,-37.95,78.75,7.18
Duki,1,PK,1586208683,32,30.15,68.57,65.3,3
San Rafael del Sur,20,NI,1586208683,34,11.85,-86.44,96.8,16.11
La Ligua,0,CL,1586208683,55,-32.45,-71.23,66.2,11.41
Östersund,52,SE,1586208683,56,63.18,14.64,44.6,12.75
Zheleznodorozhnyy,63,RU,1586208481,54,55.75,38,35.01,2.24
Port Said,16,EG,1586208683,77,31.26,32.28,62.6,6.93
Harper,7,LR,1586208684,83,4.38,-7.72,82.22,6.85
Langsa,100,ID,1586208684,88,4.47,97.97,75.52,1.95
Agnibilékrou,54,CI,1586208684,88,7.13,-3.2,76.6,2.75
Yinchuan,95,CN,1586208684,17,38.47,106.27,50,1.99
Najrān,20,SA,1586208684,27,17.49,44.13,77,4.5
Camaná,39,PE,1586208684,69,-16.62,-72.71,75.87,7.81
Monduli,75,TZ,1586208425,88,-3.3,36.45,66.2,8.66
Sovetskiy,0,RU,1586208684,94,61.36,63.58,24.87,8.5
Dārāb,0,IR,1586208685,20,28.75,54.54,66.52,0.56
Goulouré,20,BF,1586208685,7,12.23,-1.93,102.2,4.68
Itatiaia,47,BR,1586208685,78,-22.5,-44.56,74.53,2.89
Honningsvåg,20,NO,1586208685,79,70.98,25.97,26.6,19.46
Balkanabat,100,TM,1586208685,43,39.51,54.37,52.56,20.24
Charters Towers,4,AU,1586208685,81,-20.1,146.27,69.1,7.07
Itaituba,40,BR,1586208685,94,-4.28,-55.98,80.6,3.36
Verkhnevilyuysk,100,RU,1586208685,92,63.45,120.32,32.61,4.61
Yar-Sale,93,RU,1586208685,98,66.83,70.83,19.62,5.82
Playas,17,EC,1586208685,70,-2.63,-80.38,81.52,10.51
Weligama,2,LK,1586208685,79,5.97,80.42,77.9,2.48
Ixtapa,75,MX,1586208640,74,20.7,-105.2,80.6,11.41
Petauke,34,ZM,1586208686,61,-14.24,31.33,65.89,1.34
Egvekinot,68,RU,1586208686,80,66.32,-179.17,-0.47,1.5
Cuorgnè,0,IT,1586208686,47,45.39,7.65,57,8.05
Hasaki,75,JP,1586208686,80,35.73,140.83,39.2,1.12
Kupang,20,ID,1586208686,100,-10.17,123.58,75.2,2.24
Safi,24,MA,1586208684,80,32.3,-9.24,64.17,11.23
Erdemli,56,TR,1586208686,75,36.6,34.31,60.89,1.66
Juventino Rosas,75,MX,1586208687,13,20.65,-101,86,9.17
Wanaka,99,NZ,1586208687,66,-44.7,169.15,56.8,5.7
Abu Dhabi,0,AE,1586208527,73,24.47,54.37,77,10.83
Leningradskiy,0,RU,1586208687,81,69.38,178.42,1.04,3.98
Nerópolis,75,BR,1586208741,83,-16.41,-49.22,84.2,11.41
Capinópolis,48,BR,1586208742,72,-18.68,-49.57,78.91,4.07
Morón,0,AR,1586208630,33,-34.65,-58.62,64.4,10.29
Sola,100,VU,1586208467,79,-13.88,167.55,83.35,30.56
Presidente Epitácio,28,BR,1586208742,63,-21.76,-52.12,84.24,4.56
Aklavik,75,CA,1586208742,90,68.22,-135.01,32,8.05
Lüderitz,8,NA,1586208742,67,-26.65,15.16,62.6,13.87
Pizarro,52,CO,1586208742,82,4.95,-77.37,81.27,6.62
Røros,57,NO,1586208742,56,62.57,11.38,44.6,14.99
Madimba,40,TZ,1586208742,83,-10.4,40.33,78.8,4.09
Mount Isa,99,AU,1586208643,34,-20.73,139.5,66.2,6.93
Shingū,92,JP,1586208742,53,33.73,135.98,46.85,7.14
Isiro,100,CD,1586208742,78,2.77,27.62,68.56,1.01
Kirakira,35,SB,1586208742,79,-10.45,161.92,82.33,6.42
Neryungri,90,RU,1586208742,89,56.67,124.65,15.64,2.66
Brus Laguna,0,HN,1586208742,55,15.75,-84.48,87.35,11.83
Marion,75,US,1586208712,59,39.77,-86.16,70,11.41
Yārāda,3,IN,1586208743,80,17.65,83.27,81.39,9.42
Porto Tolle,0,IT,1586208743,58,44.95,12.32,57,2.24
Antofagasta,32,CL,1586208710,72,-23.65,-70.4,68,12.75
Buritis,82,BR,1586208743,71,-15.62,-46.42,77.61,2.3
Chernyshevskiy,6,RU,1586208743,95,63.01,112.47,18.54,5.5
Esparta,20,HN,1586208743,84,15.74,-87.18,87.8,4.7
Opuwo,54,NA,1586208743,32,-18.06,13.84,73.51,1.99
Te Anau,67,NZ,1586208743,74,-45.42,167.72,52.99,6.44
Florianópolis,75,BR,1586208743,68,-27.61,-48.5,71.01,5.82
Nelson Bay,75,AU,1586208743,88,-32.72,152.15,64,10.29
Prince Rupert,90,CA,1586208743,75,54.32,-130.32,41,9.17
New Bedford,1,US,1586208466,50,41.64,-70.93,63,14.99
Kosh-Agach,0,RU,1586208744,54,50,88.67,22.8,1.97
Buala,100,SB,1586208744,80,-8.14,159.59,82.38,9.82
Kiruna,100,SE,1586208744,86,67.86,20.23,30.2,10.29
Moerai,100,PF,1586208744,80,-22.43,-151.33,81.5,7.34
Olafsvik,100,IS,1586208744,91,64.89,-23.71,32.59,33.06
Pangody,97,RU,1586208744,98,65.85,74.49,26.71,3.22
Kemin,13,KG,1586208744,31,42.78,75.69,51.39,3.76
Centerville,1,US,1586208520,55,39.63,-84.16,69.01,10.29
Tazovsky,100,RU,1586208744,98,67.47,78.7,27.1,4.45
Santa Cruz de la Sierra,40,BO,1586208683,65,-17.8,-63.17,84.2,11.41
Taoudenni,0,ML,1586208744,12,22.68,-3.98,86.11,13.44
Mangai,0,CD,1586208744,72,-4.05,19.53,74.08,1.79
Launceston,5,AU,1586208744,93,-41.45,147.17,43,8.05
Fort Nelson,40,CA,1586208744,34,58.81,-122.7,35.6,4.7
Ossora,70,RU,1586208744,91,59.24,163.07,19.72,3.24
Grimshaw,90,CA,1586208744,58,56.18,-117.6,36,9.17
Talnakh,90,RU,1586208684,94,69.49,88.4,32,20.13
Mogadishu,47,SO,1586208744,75,2.04,45.34,82.85,16.53
Dhubri,0,IN,1586208681,26,26.03,89.97,72.37,7.36
Lahaina,75,US,1586208801,69,20.88,-156.68,82.4,17.22
Muyezerskiy,99,RU,1586208802,95,63.93,31.65,27.21,11.83
Port-Gentil,100,GA,1586208802,91,-0.72,8.78,75.45,13.82
Vredendal,93,ZA,1586208802,60,-31.67,18.5,58.75,11.18
Mizdah,0,LY,1586208802,40,31.45,12.98,58.98,4.34
Fengzhen,74,CN,1586208802,29,40.44,113.15,44.89,1.81
Impfondo,99,CG,1586208802,77,1.64,18.07,74.84,1.74
Sisimiut,84,GL,1586208802,85,66.94,-53.67,15.51,5.99
Tomari,100,RU,1586208802,95,47.77,142.07,32.72,15.12
Samarinda,82,ID,1586208802,95,-0.5,117.15,74.62,3.13
Jutaí,98,BR,1586208802,64,-5.18,-68.9,88.45,1.7
Zhangye,10,CN,1586208802,26,38.93,100.45,44.13,2.04
Kalaiya,0,NP,1586208802,23,27.03,85,73.9,2.46
Karlovo,20,BG,1586208802,65,42.63,24.8,42.8,6.93
Port Hawkesbury,75,CA,1586208802,52,45.62,-61.35,45,6.93
Châteauroux,100,FR,1586208802,93,46.82,1.7,52,2.24
Zyryanka,20,RU,1586208803,90,65.75,150.85,10.44,10.38
Basoko,93,CD,1586208803,81,1.24,23.62,73.94,1.5
Northam,0,GB,1586208803,70,51.03,-4.22,48.2,1.54
